"idhod","hodnota","stapro_kod","dsz_cis","dsz_kod","rok","obec_kod","obec_txt","okres_kod","okres_txt","dsz_txt"
"1343411505","1","6098","2910","114","2023","529303","Benešov","40169","Benešov","Nízkoprahová denní centra"
"1343411507","1","6098","2910","134","2023","529303","Benešov","40169","Benešov","Noclehárny"
"1343411503","1","6098","2910","132","2023","529303","Benešov","40169","Benešov","Domy na půl cesty"
"1343411511","1","6098","2910","123","2023","529303","Benešov","40169","Benešov","Centra sociálně rehabilitačních služeb"
"1343411499","1","6098","2910","130","2023","529303","Benešov","40169","Benešov","Domovy pro seniory"
"1343411502","1","6098","2910","131","2023","529303","Benešov","40169","Benešov","Azylové domy"
"1343411509","4","6098","2910","102","2023","529303","Benešov","40169","Benešov","Sociální poradny"
"1343411506","1","6098","2910","115","2023","529303","Benešov","40169","Benešov","Nízkoprahová zařízení pro děti a mládež"
"1343411805","1","6098","2910","121","2023","529516","Čerčany","40169","Benešov","Centra denních služeb"
"1343411819","1","6098","2910","102","2023","529516","Čerčany","40169","Benešov","Sociální poradny"
"1343411981","1","6098","2910","133","2023","529532","Červený Újezd","40169","Benešov","Chráněné bydlení"
"1343411210","1","6098","2910","130","2023","529567","Čtyřkoly","40169","Benešov","Domovy pro seniory"
"1343415364","1","6098","2910","135","2023","529842","Jankov","40169","Benešov","Domovy se zvláštním režimem"
"1343415362","1","6098","2910","129","2023","529842","Jankov","40169","Benešov","Domovy pro osoby se zdravotním postižením"
"1343415365","1","6098","2910","133","2023","529842","Jankov","40169","Benešov","Chráněné bydlení"
"1343415122","1","6098","2910","129","2023","530310","Neveklov","40169","Benešov","Domovy pro osoby se zdravotním postižením"
"1343415120","1","6098","2910","128","2023","530310","Neveklov","40169","Benešov","Stacionáře denní"
"1343415125","1","6098","2910","133","2023","530310","Neveklov","40169","Benešov","Chráněné bydlení"
"1343415136","1","6098","2910","108","2023","530310","Neveklov","40169","Benešov","Služby rané péče"
"1343422993","1","6098","2910","135","2023","530352","Ostředek","40169","Benešov","Domovy se zvláštním režimem"
"1343417643","1","6098","2910","130","2023","530883","Vlašim","40169","Benešov","Domovy pro seniory"
"1343417646","1","6098","2910","131","2023","530883","Vlašim","40169","Benešov","Azylové domy"
"1343417653","2","6098","2910","102","2023","530883","Vlašim","40169","Benešov","Sociální poradny"
"1343417713","1","6098","2910","135","2023","530891","Vojkov","40169","Benešov","Domovy se zvláštním režimem"
"1343417712","1","6098","2910","130","2023","530891","Vojkov","40169","Benešov","Domovy pro seniory"
"1343417830","1","6098","2910","115","2023","530905","Votice","40169","Benešov","Nízkoprahová zařízení pro děti a mládež"
"1343432303","1","6098","2910","135","2023","538680","Pyšely","40169","Benešov","Domovy se zvláštním režimem"
"1343417135","2","6098","2910","135","2023","531057","Beroun","40177","Beroun","Domovy se zvláštním režimem"
"1343417140","1","6098","2910","114","2023","531057","Beroun","40177","Beroun","Nízkoprahová denní centra"
"1343417199","1","6098","2910","134","2023","531057","Beroun","40177","Beroun","Noclehárny"
"1343417138","1","6098","2910","132","2023","531057","Beroun","40177","Beroun","Domy na půl cesty"
"1343417131","2","6098","2910","128","2023","531057","Beroun","40177","Beroun","Stacionáře denní"
"1343417136","1","6098","2910","133","2023","531057","Beroun","40177","Beroun","Chráněné bydlení"
"1343417202","1","6098","2910","118","2023","531057","Beroun","40177","Beroun","Sociálně terapeutické dílny"
"1343417203","2","6098","2910","123","2023","531057","Beroun","40177","Beroun","Centra sociálně rehabilitačních služeb"
"1343417134","2","6098","2910","130","2023","531057","Beroun","40177","Beroun","Domovy pro seniory"
"1343417137","2","6098","2910","131","2023","531057","Beroun","40177","Beroun","Azylové domy"
"1343417201","4","6098","2910","102","2023","531057","Beroun","40177","Beroun","Sociální poradny"
"1343417198","1","6098","2910","115","2023","531057","Beroun","40177","Beroun","Nízkoprahová zařízení pro děti a mládež"
"1343417145","1","6098","2910","135","2023","531189","Hořovice","40177","Beroun","Domovy se zvláštním režimem"
"1343417109","1","6098","2910","121","2023","531189","Hořovice","40177","Beroun","Centra denních služeb"
"1343417144","1","6098","2910","130","2023","531189","Hořovice","40177","Beroun","Domovy pro seniory"
"1343417151","1","6098","2910","115","2023","531189","Hořovice","40177","Beroun","Nízkoprahová zařízení pro děti a mládež"
"1343417291","1","6098","2910","130","2023","531201","Hostomice","40177","Beroun","Domovy pro seniory"
"1343416053","1","6098","2910","129","2023","531472","Lochovice","40177","Beroun","Domovy pro osoby se zdravotním postižením"
"1343416052","1","6098","2910","156","2023","531472","Lochovice","40177","Beroun","Stacionáře týdenní"
"1343421482","1","6098","2910","129","2023","531782","Suchomasty","40177","Beroun","Domovy pro osoby se zdravotním postižením"
"1343420800","1","6098","2910","156","2023","531944","Vráž","40177","Beroun","Stacionáře týdenní"
"1343421455","1","6098","2910","135","2023","532011","Zdice","40177","Beroun","Domovy se zvláštním režimem"
"1343421454","1","6098","2910","130","2023","532011","Zdice","40177","Beroun","Domovy pro seniory"
"1343420886","1","6098","2910","125","2023","532053","Kladno","40185","Kladno","Služby následné péče"
"1343420870","1","6098","2910","129","2023","532053","Kladno","40185","Kladno","Domovy pro osoby se zdravotním postižením"
"1343420885","1","6098","2910","124","2023","532053","Kladno","40185","Kladno","Intervenční centra"
"1343420868","3","6098","2910","128","2023","532053","Kladno","40185","Kladno","Stacionáře denní"
"1343420873","1","6098","2910","133","2023","532053","Kladno","40185","Kladno","Chráněné bydlení"
"1343420876","1","6098","2910","122","2023","532053","Kladno","40185","Kladno","Zařízení pro krizovou pomoc"
"1343420880","1","6098","2910","120","2023","532053","Kladno","40185","Kladno","Terapeutické komunity"
"1343420882","1","6098","2910","118","2023","532053","Kladno","40185","Kladno","Sociálně terapeutické dílny"
"1343420883","1","6098","2910","123","2023","532053","Kladno","40185","Kladno","Centra sociálně rehabilitačních služeb"
"1343420869","1","6098","2910","156","2023","532053","Kladno","40185","Kladno","Stacionáře týdenní"
"1343420871","2","6098","2910","130","2023","532053","Kladno","40185","Kladno","Domovy pro seniory"
"1343420874","3","6098","2910","131","2023","532053","Kladno","40185","Kladno","Azylové domy"
"1343420881","7","6098","2910","102","2023","532053","Kladno","40185","Kladno","Sociální poradny"
"1343420884","1","6098","2910","108","2023","532053","Kladno","40185","Kladno","Služby rané péče"
"1343420374","1","6098","2910","133","2023","532371","Hřebeč","40185","Kladno","Chráněné bydlení"
"1343419792","1","6098","2910","129","2023","532533","Ledce","40185","Kladno","Domovy pro osoby se zdravotním postižením"
"1343419795","1","6098","2910","133","2023","532533","Ledce","40185","Kladno","Chráněné bydlení"
"1343418034","1","6098","2910","135","2023","532819","Slaný","40185","Kladno","Domovy se zvláštním režimem"
"1343418085","1","6098","2910","123","2023","532819","Slaný","40185","Kladno","Centra sociálně rehabilitačních služeb"
"1343418083","2","6098","2910","102","2023","532819","Slaný","40185","Kladno","Sociální poradny"
"1343418211","1","6098","2910","129","2023","532835","Smečno","40185","Kladno","Domovy pro osoby se zdravotním postižením"
"1343418209","1","6098","2910","128","2023","532835","Smečno","40185","Kladno","Stacionáře denní"
"1343418214","1","6098","2910","133","2023","532835","Smečno","40185","Kladno","Chráněné bydlení"
"1343418210","1","6098","2910","156","2023","532835","Smečno","40185","Kladno","Stacionáře týdenní"
"1343418212","1","6098","2910","130","2023","532835","Smečno","40185","Kladno","Domovy pro seniory"
"1343418225","1","6098","2910","108","2023","532835","Smečno","40185","Kladno","Služby rané péče"
"1343418525","1","6098","2910","135","2023","532983","Tuchlovice","40185","Kladno","Domovy se zvláštním režimem"
"1343418765","1","6098","2910","135","2023","533017","Unhošť","40185","Kladno","Domovy se zvláštním režimem"
"1343418763","1","6098","2910","129","2023","533017","Unhošť","40185","Kladno","Domovy pro osoby se zdravotním postižením"
"1343418761","1","6098","2910","128","2023","533017","Unhošť","40185","Kladno","Stacionáře denní"
"1343418766","1","6098","2910","133","2023","533017","Unhošť","40185","Kladno","Chráněné bydlení"
"1343418775","1","6098","2910","118","2023","533017","Unhošť","40185","Kladno","Sociálně terapeutické dílny"
"1343418776","1","6098","2910","123","2023","533017","Unhošť","40185","Kladno","Centra sociálně rehabilitačních služeb"
"1343418764","1","6098","2910","130","2023","533017","Unhošť","40185","Kladno","Domovy pro seniory"
"1343418774","1","6098","2910","102","2023","533017","Unhošť","40185","Kladno","Sociální poradny"
"1343418044","1","6098","2910","130","2023","533041","Velvary","40185","Kladno","Domovy pro seniory"
"1343418103","1","6098","2910","129","2023","533068","Vraný","40185","Kladno","Domovy pro osoby se zdravotním postižením"
"1343418731","1","6098","2910","130","2023","533157","Žižice","40185","Kladno","Domovy pro seniory"
"1343417884","1","6098","2910","135","2023","533165","Kolín","40193","Kolín","Domovy se zvláštním režimem"
"1343417880","1","6098","2910","128","2023","533165","Kolín","40193","Kolín","Stacionáře denní"
"1343417885","1","6098","2910","133","2023","533165","Kolín","40193","Kolín","Chráněné bydlení"
"1343417895","1","6098","2910","123","2023","533165","Kolín","40193","Kolín","Centra sociálně rehabilitačních služeb"
"1343417883","3","6098","2910","130","2023","533165","Kolín","40193","Kolín","Domovy pro seniory"
"1343417893","4","6098","2910","102","2023","533165","Kolín","40193","Kolín","Sociální poradny"
"1343417890","1","6098","2910","115","2023","533165","Kolín","40193","Kolín","Nízkoprahová zařízení pro děti a mládež"
"1343418021","1","6098","2910","129","2023","533181","Bečváry","40193","Kolín","Domovy pro osoby se zdravotním postižením"
"1343418024","1","6098","2910","133","2023","533181","Bečváry","40193","Kolín","Chráněné bydlení"
"1343418022","1","6098","2910","130","2023","533181","Bečváry","40193","Kolín","Domovy pro seniory"
"1343419701","1","6098","2910","129","2023","533271","Český Brod","40193","Kolín","Domovy pro osoby se zdravotním postižením"
"1343419699","2","6098","2910","128","2023","533271","Český Brod","40193","Kolín","Stacionáře denní"
"1343419700","1","6098","2910","156","2023","533271","Český Brod","40193","Kolín","Stacionáře týdenní"
"1343419702","1","6098","2910","130","2023","533271","Český Brod","40193","Kolín","Domovy pro seniory"
"1343419750","1","6098","2910","115","2023","533271","Český Brod","40193","Kolín","Nízkoprahová zařízení pro děti a mládež"
"1343418994","1","6098","2910","135","2023","533301","Doubravčice","40193","Kolín","Domovy se zvláštním režimem"
"1343419414","1","6098","2910","133","2023","533351","Chrášťany","40193","Kolín","Chráněné bydlení"
"1343419055","1","6098","2910","135","2023","533424","Kouřim","40193","Kolín","Domovy se zvláštním režimem"
"1343419054","1","6098","2910","130","2023","533424","Kouřim","40193","Kolín","Domovy pro seniory"
"1343422513","2","6098","2910","135","2023","533742","Toušice","40193","Kolín","Domovy se zvláštním režimem"
"1343422125","1","6098","2910","135","2023","533921","Zásmuky","40193","Kolín","Domovy se zvláštním režimem"
"1343422136","1","6098","2910","123","2023","533921","Zásmuky","40193","Kolín","Centra sociálně rehabilitačních služeb"
"1343429849","1","6098","2910","128","2023","537641","Pečky","40193","Kolín","Stacionáře denní"
"1343416805","1","6098","2910","135","2023","531359","Horky","40207","Kutná Hora","Domovy se zvláštním režimem"
"1343416804","1","6098","2910","130","2023","531359","Horky","40207","Kutná Hora","Domovy pro seniory"
"1343422370","1","6098","2910","114","2023","533955","Kutná Hora","40207","Kutná Hora","Nízkoprahová denní centra"
"1343422372","1","6098","2910","134","2023","533955","Kutná Hora","40207","Kutná Hora","Noclehárny"
"1343422363","1","6098","2910","129","2023","533955","Kutná Hora","40207","Kutná Hora","Domovy pro osoby se zdravotním postižením"
"1343422366","1","6098","2910","133","2023","533955","Kutná Hora","40207","Kutná Hora","Chráněné bydlení"
"1343422369","2","6098","2910","122","2023","533955","Kutná Hora","40207","Kutná Hora","Zařízení pro krizovou pomoc"
"1343422375","1","6098","2910","118","2023","533955","Kutná Hora","40207","Kutná Hora","Sociálně terapeutické dílny"
"1343422376","2","6098","2910","123","2023","533955","Kutná Hora","40207","Kutná Hora","Centra sociálně rehabilitačních služeb"
"1343422364","1","6098","2910","130","2023","533955","Kutná Hora","40207","Kutná Hora","Domovy pro seniory"
"1343422374","4","6098","2910","102","2023","533955","Kutná Hora","40207","Kutná Hora","Sociální poradny"
"1343422371","1","6098","2910","115","2023","533955","Kutná Hora","40207","Kutná Hora","Nízkoprahová zařízení pro děti a mládež"
"1343422377","1","6098","2910","108","2023","533955","Kutná Hora","40207","Kutná Hora","Služby rané péče"
"1343421832","1","6098","2910","135","2023","534005","Čáslav","40207","Kutná Hora","Domovy se zvláštním režimem"
"1343421830","1","6098","2910","129","2023","534005","Čáslav","40207","Kutná Hora","Domovy pro osoby se zdravotním postižením"
"1343421828","3","6098","2910","128","2023","534005","Čáslav","40207","Kutná Hora","Stacionáře denní"
"1343421842","1","6098","2910","118","2023","534005","Čáslav","40207","Kutná Hora","Sociálně terapeutické dílny"
"1343421831","1","6098","2910","130","2023","534005","Čáslav","40207","Kutná Hora","Domovy pro seniory"
"1343421841","2","6098","2910","102","2023","534005","Čáslav","40207","Kutná Hora","Sociální poradny"
"1343430915","1","6098","2910","123","2023","534200","Miskovice","40207","Kutná Hora","Centra sociálně rehabilitačních služeb"
"1343430910","1","6098","2910","115","2023","534200","Miskovice","40207","Kutná Hora","Nízkoprahová zařízení pro děti a mládež"
"1343431112","1","6098","2910","129","2023","534358","Rataje nad Sázavou","40207","Kutná Hora","Domovy pro osoby se zdravotním postižením"
"1343430283","1","6098","2910","135","2023","534374","Samopše","40207","Kutná Hora","Domovy se zvláštním režimem"
"1343430405","1","6098","2910","135","2023","534498","Uhlířské Janovice","40207","Kutná Hora","Domovy se zvláštním režimem"
"1343424724","1","6098","2910","135","2023","534633","Zruč nad Sázavou","40207","Kutná Hora","Domovy se zvláštním režimem"
"1343424720","1","6098","2910","128","2023","534633","Zruč nad Sázavou","40207","Kutná Hora","Stacionáře denní"
"1343424723","1","6098","2910","130","2023","534633","Zruč nad Sázavou","40207","Kutná Hora","Domovy pro seniory"
"1343424730","1","6098","2910","115","2023","534633","Zruč nad Sázavou","40207","Kutná Hora","Nízkoprahová zařízení pro děti a mládež"
"1343420733","1","6098","2910","130","2023","531936","Vidim","40215","Mělník","Domovy pro seniory"
"1343425033","3","6098","2910","135","2023","534676","Mělník","40215","Mělník","Domovy se zvláštním režimem"
"1343425040","1","6098","2910","134","2023","534676","Mělník","40215","Mělník","Noclehárny"
"1343425029","2","6098","2910","128","2023","534676","Mělník","40215","Mělník","Stacionáře denní"
"1343425044","1","6098","2910","123","2023","534676","Mělník","40215","Mělník","Centra sociálně rehabilitačních služeb"
"1343425032","4","6098","2910","130","2023","534676","Mělník","40215","Mělník","Domovy pro seniory"
"1343425035","1","6098","2910","131","2023","534676","Mělník","40215","Mělník","Azylové domy"
"1343425042","2","6098","2910","102","2023","534676","Mělník","40215","Mělník","Sociální poradny"
"1343424479","1","6098","2910","114","2023","534951","Kralupy nad Vltavou","40215","Mělník","Nízkoprahová denní centra"
"1343424543","1","6098","2910","123","2023","534951","Kralupy nad Vltavou","40215","Mělník","Centra sociálně rehabilitačních služeb"
"1343424476","1","6098","2910","131","2023","534951","Kralupy nad Vltavou","40215","Mělník","Azylové domy"
"1343424541","1","6098","2910","102","2023","534951","Kralupy nad Vltavou","40215","Mělník","Sociální poradny"
"1343424538","1","6098","2910","115","2023","534951","Kralupy nad Vltavou","40215","Mělník","Nízkoprahová zařízení pro děti a mládež"
"1343424945","1","6098","2910","135","2023","535028","Lužec nad Vltavou","40215","Mělník","Domovy se zvláštním režimem"
"1343424944","1","6098","2910","130","2023","535028","Lužec nad Vltavou","40215","Mělník","Domovy pro seniory"
"1343425181","1","6098","2910","128","2023","535052","Mšeno","40215","Mělník","Stacionáře denní"
"1343425184","1","6098","2910","130","2023","535052","Mšeno","40215","Mělník","Domovy pro seniory"
"1343425254","1","6098","2910","133","2023","535061","Nebužely","40215","Mělník","Chráněné bydlení"
"1343424484","1","6098","2910","135","2023","535087","Neratovice","40215","Mělník","Domovy se zvláštním režimem"
"1343424482","1","6098","2910","129","2023","535087","Neratovice","40215","Mělník","Domovy pro osoby se zdravotním postižením"
"1343424480","1","6098","2910","128","2023","535087","Neratovice","40215","Mělník","Stacionáře denní"
"1343424485","1","6098","2910","133","2023","535087","Neratovice","40215","Mělník","Chráněné bydlení"
"1343424483","1","6098","2910","130","2023","535087","Neratovice","40215","Mělník","Domovy pro seniory"
"1343424493","1","6098","2910","102","2023","535087","Neratovice","40215","Mělník","Sociální poradny"
"1343424121","1","6098","2910","128","2023","535133","Obříství","40215","Mělník","Stacionáře denní"
"1343423974","1","6098","2910","135","2023","535290","Vojkovice","40215","Mělník","Domovy se zvláštním režimem"
"1343424094","1","6098","2910","130","2023","535311","Všestudy","40215","Mělník","Domovy pro seniory"
"1343423860","1","6098","2910","114","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Nízkoprahová denní centra"
"1343423862","1","6098","2910","134","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Noclehárny"
"1343423853","1","6098","2910","129","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Domovy pro osoby se zdravotním postižením"
"1343423851","3","6098","2910","128","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Stacionáře denní"
"1343423856","2","6098","2910","133","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Chráněné bydlení"
"1343423866","1","6098","2910","123","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Centra sociálně rehabilitačních služeb"
"1343423852","1","6098","2910","156","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Stacionáře týdenní"
"1343423854","1","6098","2910","130","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Domovy pro seniory"
"1343423857","1","6098","2910","131","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Azylové domy"
"1343423864","6","6098","2910","102","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Sociální poradny"
"1343423861","1","6098","2910","115","2023","535419","Mladá Boleslav","40223","Mladá Boleslav","Nízkoprahová zařízení pro děti a mládež"
"1343423921","1","6098","2910","128","2023","535427","Bakov nad Jizerou","40223","Mladá Boleslav","Stacionáře denní"
"1343424161","1","6098","2910","128","2023","535451","Benátky nad Jizerou","40223","Mladá Boleslav","Stacionáře denní"
"1343424164","2","6098","2910","130","2023","535451","Benátky nad Jizerou","40223","Mladá Boleslav","Domovy pro seniory"
"1343424174","1","6098","2910","102","2023","535451","Benátky nad Jizerou","40223","Mladá Boleslav","Sociální poradny"
"1343428953","1","6098","2910","130","2023","535702","Dolní Bousov","40223","Mladá Boleslav","Domovy pro seniory"
"1343427815","1","6098","2910","135","2023","536270","Luštěnice","40223","Mladá Boleslav","Domovy se zvláštním režimem"
"1343428192","1","6098","2910","135","2023","536326","Mnichovo Hradiště","40223","Mladá Boleslav","Domovy se zvláštním režimem"
"1343428190","1","6098","2910","129","2023","536326","Mnichovo Hradiště","40223","Mladá Boleslav","Domovy pro osoby se zdravotním postižením"
"1343428193","1","6098","2910","133","2023","536326","Mnichovo Hradiště","40223","Mladá Boleslav","Chráněné bydlení"
"1343428191","1","6098","2910","130","2023","536326","Mnichovo Hradiště","40223","Mladá Boleslav","Domovy pro seniory"
"1343428201","1","6098","2910","102","2023","536326","Mnichovo Hradiště","40223","Mladá Boleslav","Sociální poradny"
"1343469061","1","6098","2910","129","2023","565563","Lipník","40223","Mladá Boleslav","Domovy pro osoby se zdravotním postižením"
"1343489049","1","6098","2910","130","2023","571121","Niměřice","40223","Mladá Boleslav","Domovy pro seniory"
"1343426788","1","6098","2910","114","2023","537004","Nymburk","40231","Nymburk","Nízkoprahová denní centra"
"1343426837","1","6098","2910","124","2023","537004","Nymburk","40231","Nymburk","Intervenční centra"
"1343426835","1","6098","2910","123","2023","537004","Nymburk","40231","Nymburk","Centra sociálně rehabilitačních služeb"
"1343426833","3","6098","2910","102","2023","537004","Nymburk","40231","Nymburk","Sociální poradny"
"1343426830","1","6098","2910","115","2023","537004","Nymburk","40231","Nymburk","Nízkoprahová zařízení pro děti a mládež"
"1343426612","1","6098","2910","156","2023","537225","Chotěšice","40231","Nymburk","Stacionáře týdenní"
"1343427251","1","6098","2910","130","2023","537438","Libice nad Cidlinou","40231","Nymburk","Domovy pro seniory"
"1343426472","1","6098","2910","130","2023","537454","Lysá nad Labem","40231","Nymburk","Domovy pro seniory"
"1343426475","1","6098","2910","131","2023","537454","Lysá nad Labem","40231","Nymburk","Azylové domy"
"1343426482","1","6098","2910","102","2023","537454","Lysá nad Labem","40231","Nymburk","Sociální poradny"
"1343429661","1","6098","2910","129","2023","537501","Milovice","40231","Nymburk","Domovy pro osoby se zdravotním postižením"
"1343429659","1","6098","2910","128","2023","537501","Milovice","40231","Nymburk","Stacionáře denní"
"1343429714","1","6098","2910","118","2023","537501","Milovice","40231","Nymburk","Sociálně terapeutické dílny"
"1343429710","1","6098","2910","115","2023","537501","Milovice","40231","Nymburk","Nízkoprahová zařízení pro děti a mládež"
"1343429373","1","6098","2910","135","2023","537586","Opolany","40231","Nymburk","Domovy se zvláštním režimem"
"1343430150","2","6098","2910","128","2023","537683","Poděbrady","40231","Nymburk","Stacionáře denní"
"1343430155","1","6098","2910","133","2023","537683","Poděbrady","40231","Nymburk","Chráněné bydlení"
"1343430204","1","6098","2910","118","2023","537683","Poděbrady","40231","Nymburk","Sociálně terapeutické dílny"
"1343430205","1","6098","2910","123","2023","537683","Poděbrady","40231","Nymburk","Centra sociálně rehabilitačních služeb"
"1343430153","1","6098","2910","130","2023","537683","Poděbrady","40231","Nymburk","Domovy pro seniory"
"1343430203","1","6098","2910","102","2023","537683","Poděbrady","40231","Nymburk","Sociální poradny"
"1343429872","1","6098","2910","135","2023","537756","Rožďalovice","40231","Nymburk","Domovy se zvláštním režimem"
"1343429871","1","6098","2910","130","2023","537756","Rožďalovice","40231","Nymburk","Domovy pro seniory"
"1343418894","1","6098","2910","123","2023","533416","Kostelec nad Černými lesy","40240","Praha-východ","Centra sociálně rehabilitačních služeb"
"1343419132","1","6098","2910","130","2023","533564","Oleška","40240","Praha-východ","Domovy pro seniory"
"1343437892","1","6098","2910","130","2023","538086","Bořanovice","40240","Praha-východ","Domovy pro seniory"
"1343437959","1","6098","2910","114","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Nízkoprahová denní centra"
"1343437952","1","6098","2910","129","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Domovy pro osoby se zdravotním postižením"
"1343437950","1","6098","2910","128","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Stacionáře denní"
"1343437955","2","6098","2910","133","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Chráněné bydlení"
"1343437953","1","6098","2910","130","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Domovy pro seniory"
"1343437956","1","6098","2910","131","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Azylové domy"
"1343438000","1","6098","2910","115","2023","538094","Brandýs nad Labem-Stará Boleslav","40240","Praha-východ","Nízkoprahová zařízení pro děti a mládež"
"1343438623","1","6098","2910","135","2023","538191","Dřevčice","40240","Praha-východ","Domovy se zvláštním režimem"
"1343438622","1","6098","2910","130","2023","538191","Dřevčice","40240","Praha-východ","Domovy pro seniory"
"1343437783","1","6098","2910","102","2023","538230","Hovorčovice","40240","Praha-východ","Sociální poradny"
"1343438204","1","6098","2910","130","2023","538264","Jenštejn","40240","Praha-východ","Domovy pro seniory"
"1343438491","1","6098","2910","128","2023","538311","Klecany","40240","Praha-východ","Stacionáře denní"
"1343438514","1","6098","2910","135","2023","538493","Mnichovice","40240","Praha-východ","Domovy se zvláštním režimem"
"1343438513","1","6098","2910","130","2023","538493","Mnichovice","40240","Praha-východ","Domovy pro seniory"
"1343437812","1","6098","2910","130","2023","538523","Mukařov","40240","Praha-východ","Domovy pro seniory"
"1343437822","1","6098","2910","102","2023","538523","Mukařov","40240","Praha-východ","Sociální poradny"
"1343432349","1","6098","2910","128","2023","538574","Odolena Voda","40240","Praha-východ","Stacionáře denní"
"1343432613","1","6098","2910","135","2023","538728","Říčany","40240","Praha-východ","Domovy se zvláštním režimem"
"1343432609","1","6098","2910","128","2023","538728","Říčany","40240","Praha-východ","Stacionáře denní"
"1343432617","1","6098","2910","122","2023","538728","Říčany","40240","Praha-východ","Zařízení pro krizovou pomoc"
"1343432612","3","6098","2910","130","2023","538728","Říčany","40240","Praha-východ","Domovy pro seniory"
"1343432622","2","6098","2910","102","2023","538728","Říčany","40240","Praha-východ","Sociální poradny"
"1343432619","1","6098","2910","115","2023","538728","Říčany","40240","Praha-východ","Nízkoprahová zařízení pro děti a mládež"
"1343432014","1","6098","2910","135","2023","538787","Sluštice","40240","Praha-východ","Domovy se zvláštním režimem"
"1343432631","1","6098","2910","130","2023","538841","Světice","40240","Praha-východ","Domovy pro seniory"
"1343432925","1","6098","2910","135","2023","538884","Škvorec","40240","Praha-východ","Domovy se zvláštním režimem"
"1343432264","2","6098","2910","130","2023","538957","Úvaly","40240","Praha-východ","Domovy pro seniory"
"1343412818","1","6098","2910","102","2023","513458","Vestec","40258","Praha-západ","Sociální poradny"
"1343421003","1","6098","2910","130","2023","531723","Rudná","40258","Praha-západ","Domovy pro seniory"
"1343431925","1","6098","2910","135","2023","539139","Černošice","40258","Praha-západ","Domovy se zvláštním režimem"
"1343431935","1","6098","2910","135","2023","539236","Horoměřice","40258","Praha-západ","Domovy se zvláštním režimem"
"1343431994","1","6098","2910","130","2023","539244","Hostivice","40258","Praha-západ","Domovy pro seniory"
"1343431244","1","6098","2910","130","2023","539333","Jílové u Prahy","40258","Praha-západ","Domovy pro seniory"
"1343431665","1","6098","2910","135","2023","539414","Libčice nad Vltavou","40258","Praha-západ","Domovy se zvláštním režimem"
"1343436503","1","6098","2910","135","2023","539571","Průhonice","40258","Praha-západ","Domovy se zvláštním režimem"
"1343436602","1","6098","2910","129","2023","539597","Psáry","40258","Praha-západ","Domovy pro osoby se zdravotním postižením"
"1343436600","1","6098","2910","128","2023","539597","Psáry","40258","Praha-západ","Stacionáře denní"
"1343436605","1","6098","2910","133","2023","539597","Psáry","40258","Praha-západ","Chráněné bydlení"
"1343436601","1","6098","2910","156","2023","539597","Psáry","40258","Praha-západ","Stacionáře týdenní"
"1343436603","1","6098","2910","130","2023","539597","Psáry","40258","Praha-západ","Domovy pro seniory"
"1343436613","1","6098","2910","102","2023","539597","Psáry","40258","Praha-západ","Sociální poradny"
"1343435914","2","6098","2910","123","2023","539643","Řevnice","40258","Praha-západ","Centra sociálně rehabilitačních služeb"
"1343435912","1","6098","2910","102","2023","539643","Řevnice","40258","Praha-západ","Sociální poradny"
"1343436035","1","6098","2910","133","2023","539660","Slapy","40258","Praha-západ","Chráněné bydlení"
"1343436085","1","6098","2910","123","2023","539660","Slapy","40258","Praha-západ","Centra sociálně rehabilitačních služeb"
"1343436381","1","6098","2910","129","2023","539732","Štěchovice","40258","Praha-západ","Domovy pro osoby se zdravotním postižením"
"1343436393","1","6098","2910","118","2023","539732","Štěchovice","40258","Praha-západ","Sociálně terapeutické dílny"
"1343436380","1","6098","2910","156","2023","539732","Štěchovice","40258","Praha-západ","Stacionáře týdenní"
"1343436392","1","6098","2910","102","2023","539732","Štěchovice","40258","Praha-západ","Sociální poradny"
"1343436389","1","6098","2910","115","2023","539732","Štěchovice","40258","Praha-západ","Nízkoprahová zařízení pro děti a mládež"
"1343436334","1","6098","2910","130","2023","539856","Všenory","40258","Praha-západ","Domovy pro seniory"
"1343436638","1","6098","2910","115","2023","539902","Zvole","40258","Praha-západ","Nízkoprahová zařízení pro děti a mládež"
"1343433573","1","6098","2910","135","2023","540765","Mníšek pod Brdy","40258","Praha-západ","Domovy se zvláštním režimem"
"1343433587","1","6098","2910","125","2023","540765","Mníšek pod Brdy","40258","Praha-západ","Služby následné péče"
